Mode,MNLC,MASC,Station,Coverage,Source,Monday Entry,Midweek (Tue-Thu) Entry,Friday Entry,Saturday Entry,Sunday Entry,Monday Exit,Midweek (Tue-Thu) Exit,Friday Exit,Saturday Exit,Sunday Exit,Weekly En/Ex,12-week En/Ex,Annualised En/Ex
LU,579,FRDu,Finchley Road,Station entry/exit,taps,"11,611","12,884","12,580","10,011","7,559","11,091","12,196","11,503","9,376","7,135","156,104","1,794,563","7,282,850"
LU,580,FPKu,Finsbury Park,Station entry/exit,taps,"28,496","34,220","33,858","32,704","21,749","28,311","33,674","32,861","32,306","21,828","435,796","5,009,884","20,331,545"
LU,581,FBYu,Fulham Broadway,Station entry/exit,taps,"10,054","11,672","11,227","8,930","6,233","10,144","11,756","10,745","8,230","5,608","141,457","1,626,182","6,599,514"
LU,582,GHLu,Gants Hill,Station entry/exit,taps,"7,737","8,464","8,047","5,892","4,131","7,428","8,050","7,657","5,768","4,036","100,241","1,152,360","4,676,609"
LU,583,GRDu,Gloucester Road,Station entry/exit,taps,"18,110","19,702","20,018","16,262","12,300","17,332","19,278","19,507","15,356","11,133","246,956","2,838,992","11,521,446"
LU,584,GGRu,Golders Green,Station entry/exit,taps,"9,394","10,334","9,864","7,597","6,259","9,448","10,346","9,819","7,470","6,308","128,197","1,473,749","5,980,897"
LU,585,GHRu,Goldhawk Road,Station entry/exit,taps,"2,818","3,170","3,088","2,594","1,675","2,842","3,105","2,915","2,411","1,789","38,955","447,830","1,817,421"
LU,586,GSTu,Goodge Street,Station entry/exit,taps,"8,047","9,999","8,126","4,902","2,916","8,658","10,685","8,966","5,027","2,958","111,652","1,283,546","5,208,996"
LU,587,GRHu,Grange Hill,Station entry/exit,taps,601,643,617,388,208,580,617,554,297,217,"7,240","83,225","337,750"
LU,588,GPSu,Great Portland Street,Station entry/exit,taps,"8,931","11,179","8,743","5,675","3,535","9,155","11,403","9,048","5,519","3,165","121,516","1,396,942","5,669,192"
LU,590,GPKu,Green Park,Station entry/exit,taps,"40,404","51,113","42,836","36,136","25,306","45,942","57,381","50,076","42,412","30,014","638,608","7,341,394","29,793,482"
LU,589,GFDu,Greenford,Station entry/exit,taps,"5,034","5,600","5,235","3,997","2,736","5,160","5,477","5,099","3,816","2,739","67,047","770,773","3,128,018"
LU,591,GUNu,Gunnersbury,Station entry/exit,taps,"6,173","7,331","5,664","3,741","2,669","6,032","7,147","5,364","3,445","2,514","79,037","908,599","3,687,355"
LU,592,HAIu,Hainault,Station entry/exit,taps,"4,932","5,381","5,010","3,514","2,234","4,683","5,098","4,771","3,384","2,245","62,206","715,117","2,902,150"
LU,593,HMDu,Hammersmith (DIS),Station entry/exit,taps,"31,479","38,309","34,739","29,923","21,110","30,989","38,000","34,227","29,459","20,830","461,683","5,307,473","21,539,247"
LU,773,HMSu,Hammersmith (H&C),Station entry/exit,taps,"14,739","16,987","15,479","13,201","8,923","14,561","16,606","14,863","12,849","8,384","203,778","2,342,615","9,507,003"
LU,594,HMPu,Hampstead,Station entry/exit,taps,"5,275","6,007","6,104","6,082","4,216","5,998","6,800","6,852","6,784","4,698","84,431","970,615","3,939,035"
LU,595,HLNu,Hanger Lane,Station entry/exit,taps,"4,232","4,924","4,391","3,878","2,912","4,099","4,760","4,235","3,716","2,808","59,326","682,010","2,767,792"
LU,596,HARu,Harlesden,Station entry/exit,taps,"4,561","4,825","4,647","2,848","1,700","4,468","4,653","4,376","2,645","1,833","55,510","638,142","2,589,764"
LU,597,HAWu,Harrow & Wealdstone,Station entry/exit,taps,"8,218","8,757","8,231","6,876","3,897","8,109","8,514","7,937","6,686","3,829","105,596","1,213,920","4,926,437"
LU,598,HOHu,Harrow-on-the-Hill,Station entry/exit,taps,"13,021","14,122","13,728","10,750","7,431","13,608","14,608","14,093","10,932","7,625","177,378","2,039,131","8,275,377"
LU,779,HTXu,Hatton Cross,Station entry/exit,taps,"4,652","4,915","5,185","4,651","3,737","4,977","5,011","5,139","4,883","4,066","67,067","770,993","3,128,909"
LU,781,HRFu,Heathrow Terminal 4 LU,Station entry/exit,taps,"2,374","2,465","2,858","2,568","2,967","2,356","2,256","2,535","2,540","2,867","35,228","404,973","1,643,499"
LU,783,HRVu,Heathrow Terminal 5 LU,Station entry/exit,taps,"6,949","6,513","6,864","6,335","6,999","5,475","4,938","5,978","5,170","5,997","84,122","967,063","3,924,617"
LU,780,HRCu,Heathrow Terminals 123 LU,Station entry/exit,taps,"9,101","9,210","11,407","9,927","10,409","7,991","6,852","8,799","8,114","10,072","124,004","1,425,547","5,785,277"
LU,601,HNDu,Hendon Central,Station entry/exit,taps,"12,151","13,267","12,158","8,198","6,061","11,292","12,275","10,929","7,429","5,725","150,572","1,730,967","7,024,761"
LU,602,HBTu,High Barnet,Station entry/exit,taps,"5,560","6,492","5,919","4,658","2,717","5,548","6,345","5,796","4,479","2,899","76,088","874,706","3,549,807"
LU,605,HSTu,High Street Kensington,Station entry/exit,taps,"14,526","16,411","15,867","15,216","11,724","14,196","16,130","15,432","14,342","10,482","209,407","2,407,324","9,769,611"
LU,603,HBYu,Highbury & Islington,Station entry/exit,taps,"19,896","23,244","24,001","23,327","14,267","20,757","24,016","24,782","24,674","15,467","308,951","3,551,680","14,413,737"
LU,604,HIGu,Highgate,Station entry/exit,taps,"6,558","7,936","7,319","6,604","3,959","6,508","7,649","6,938","6,445","4,264","95,349","1,096,129","4,448,404"
LU,606,HDNu,Hillingdon,Station entry/exit,taps,"2,289","2,581","2,424","1,710","1,202","2,104","2,355","2,168","1,565","1,203","29,472","338,814","1,375,004"
LU,607,HOLu,Holborn,Station entry/exit,taps,"28,766","37,303","29,361","23,776","14,517","30,921","39,420","31,754","24,334","14,371","427,969","4,919,897","19,966,352"
LU,608,HPKu,Holland Park,Station entry/exit,taps,"4,368","4,772","4,689","4,298","2,602","4,375","4,748","4,778","4,319","2,636","60,625","696,936","2,828,365"
LU,609,HRDu,Holloway Road,Station entry/exit,taps,"8,041","9,017","8,319","6,706","4,444","8,132","8,741","8,376","6,430","4,455","108,175","1,243,573","5,046,775"
LU,610,HCHu,Hornchurch,Station entry/exit,taps,"2,707","2,971","2,598","1,730",887,"2,673","3,001","2,600","1,807",962,"33,882","389,501","1,580,706"
LU,611,HNCu,Hounslow Central,Station entry/exit,taps,"4,899","5,262","5,188","4,296","3,114","4,971","5,283","5,052","4,264","3,111","66,531","764,838","3,103,931"
LU,612,HNEu,Hounslow East,Station entry/exit,taps,"5,163","5,285","5,410","4,702","3,398","5,496","5,614","5,719","4,878","3,667","71,129","817,688","3,318,414"
LU,613,HNWu,Hounslow West,Station entry/exit,taps,"4,376","4,500","4,623","4,120","3,343","4,388","4,571","4,598","4,192","3,377","60,227","692,362","2,809,802"
LU,614,HPCu,Hyde Park Corner,Station entry/exit,taps,"4,818","5,266","5,751","5,760","4,415","4,600","5,745","5,724","5,741","4,227","74,066","851,456","3,455,455"
LU,615,ICKu,Ickenham,Station entry/exit,taps,"1,301","1,559","1,375",911,556,"1,324","1,601","1,416",930,602,"17,896","205,726","834,897"
LU,616,KENu,Kennington,Station entry/exit,taps,"6,684","7,883","7,928","7,526","5,106","6,657","7,734","7,706","7,601","5,271","101,329","1,164,871","4,727,379"
LU,617,KGNu,Kensal Green,Station entry/exit,taps,"2,888","3,442","3,191","2,501","1,671","2,877","3,402","3,028","2,213","1,709","40,608","466,828","1,894,522"
LU,618,OLYu,Kensington (Olympia),---see LO---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LU,619,KTNu,Kentish Town,---Station Closed---,taps,---,---,---,---,---,---,---,---,---,---,---,---,---
LU,620,KETu,Kenton,Station entry/exit,taps,"2,836","2,976","2,846","1,873","1,347","2,812","2,941","2,808","1,893","1,318","35,485","407,937","1,655,527"
LU,621,KEWu,Kew Gardens,Station entry/exit,taps,"4,516","5,162","5,691","3,701","2,739","4,377","5,021","5,446","3,482","2,714","63,212","726,681","2,949,079"
LU,622,KILu,Kilburn,Station entry/exit,taps,"8,165","9,022","8,960","7,626","5,687","8,079","8,897","8,732","7,432","5,589","114,028","1,310,861","5,319,851"
LU,623,KPKu,Kilburn Park,Station entry/exit,taps,"3,957","4,501","4,413","4,008","2,776","3,864","4,332","4,167","3,854","2,734","56,274","646,918","2,625,377"
LU,625,KXXu,King's Cross St. Pancras,Station entry/exit,taps,"102,199","121,571","117,799","119,329","90,173","99,627","120,401","120,718","118,622","89,355","1,583,739","18,206,555","73,887,422"
LU,624,KBYu,Kingsbury,Station entry/exit,taps,"6,332","6,766","6,400","4,840","3,417","6,103","6,482","6,319","4,726","3,286","81,167","933,088","3,786,738"
LU,626,KNBu,Knightsbridge,Station entry/exit,taps,"20,779","21,658","23,085","25,827","17,156","19,353","21,003","21,160","22,550","14,995","292,887","3,367,014","13,664,309"
LU,627,LGRu,Ladbroke Grove,Station entry/exit,taps,"8,493","9,164","9,975","12,160","6,561","8,293","8,944","9,340","10,634","6,082","125,863","1,446,913","5,871,987"
LU,628,LAMu,Lambeth North,Station entry/exit,taps,"3,979","4,422","4,454","4,375","3,114","3,759","4,105","4,119","3,827","2,805","56,011","643,896","2,613,116"
LU,629,LANu,Lancaster Gate,Station entry/exit,taps,"3,994","4,433","5,123","5,583","3,970","3,748","4,551","5,125","5,171","3,730","63,395","728,779","2,957,596"
LU,630,LATu,Latimer Road,Station entry/exit,taps,"3,433","3,961","3,459","2,287","1,686","3,273","3,713","3,210","2,091","1,723","44,181","507,901","2,061,209"
LU,631,LSQu,Leicester Square,Station entry/exit,taps,"31,954","39,974","44,441","62,480","35,256","29,920","37,310","41,015","55,913","33,049","565,880","6,505,323","26,400,465"
LU,632,LEYu,Leyton,Station entry/exit,taps,"13,033","14,444","14,080","12,698","8,882","13,183","14,585","13,981","12,066","8,835","183,847","2,113,496","8,577,171"
LU,633,LYSu,Leytonstone,Station entry/exit,taps,"10,455","11,985","11,395","9,534","6,454","10,402","11,795","11,258","9,501","6,558","146,900","1,688,747","6,853,419"
LU,634,LSTu,Liverpool Street LU,Station entry/exit,taps,"81,750","111,117","86,081","75,908","47,817","85,082","111,635","86,148","76,156","49,539","1,256,737","14,447,358","58,631,521"
LU,635,LONu,London Bridge LU,Station entry/exit,taps,"74,469","97,602","87,415","94,099","61,150","71,310","93,857","82,352","87,353","56,273","1,188,796","13,666,318","55,461,837"
LU,636,LTNu,Loughton,Station entry/exit,taps,"4,042","4,813","4,218","3,610","2,110","4,056","4,853","4,338","3,743","2,140","57,255","658,203","2,671,176"
LU,637,MDVu,Maida Vale,Station entry/exit,taps,"4,277","4,852","4,578","3,896","2,654","4,183","4,727","4,284","3,687","2,627","58,922","677,369","2,748,958"
LU,638,MNRu,Manor House,Station entry/exit,taps,"8,587","9,572","9,494","8,514","6,427","8,547","9,538","9,196","8,334","6,732","123,158","1,415,819","5,745,801"
LU,639,MANu,Mansion House,Station entry/exit,taps,"6,650","8,756","5,697","3,501","2,512","7,039","9,463","6,092","3,765","2,479","92,389","1,062,095","4,310,285"
LU,640,MARu,Marble Arch,Station entry/exit,taps,"12,474","14,290","14,104","14,824","10,381","12,395","14,368","14,064","14,555","10,096","188,865","2,171,180","8,811,273"
LU,641,MYBu,Marylebone LU,Station entry/exit,taps,"11,640","15,122","12,133","11,379","8,453","12,085","15,792","13,015","11,938","8,525","181,908","2,091,201","8,486,692"
LU,642,MLEu,Mile End,Station entry/exit,taps,"17,096","18,603","18,912","14,678","10,537","16,970","18,020","18,263","14,469","10,775","231,570","2,662,110","10,803,606"
LU,643,MHEu,Mill Hill East,Station entry/exit,taps,"2,469","2,954","2,562","2,001","1,110","2,613","2,724","2,318","1,900","1,256","33,264","382,399","1,551,885"
LU,646,MPKu,Moor Park,Station entry/exit,taps,"1,473","1,561","1,429",696,358,"1,420","1,531","1,411",677,385,"17,125","196,865","798,934"
LU,645,MGTu,Moorgate,Station entry/exit,taps,"40,037","55,610","32,781","15,488","9,370","43,839","59,584","36,693","18,595","10,693","553,078","6,358,149","25,803,191"
LU,647,MORu,Morden,Station entry/exit,taps,"12,680","14,513","13,433","12,339","8,621","12,050","13,992","13,131","12,388","8,447","178,602","2,053,198","8,332,465"
LU,648,MCRu,Mornington Crescent,Station entry/exit,taps,"4,018","5,165","4,644","6,790","2,559","3,470","4,689","4,327","3,608","1,892","60,870","699,753","2,839,800"
LU,649,NEAu,Neasden,Station entry/exit,taps,"4,347","4,603","4,512","3,206","2,286","4,028","4,218","4,137","3,040","2,248","54,265","623,830","2,531,683"
LU,650,NEPu,Newbury Park,Station entry/exit,taps,"5,468","5,866","5,524","3,902","2,963","4,898","5,326","5,044","3,822","2,808","68,008","781,819","3,172,846"
LU,831,NIEu,Nine Elms,Station entry/exit,taps,"6,095","6,992","6,579","5,289","4,646","5,822","6,555","6,026","4,883","4,508","84,487","971,259","3,941,647"
LU,653,NACu,North Acton,Station entry/exit,taps,"9,581","10,201","10,101","6,842","5,719","9,594","10,025","10,084","6,913","5,873","125,383","1,441,397","5,849,604"
LU,654,NELu,North Ealing,Station entry/exit,taps,"1,029","1,082","1,098",749,447,"1,018","1,025","1,010",706,426,"12,803","147,188","597,332"
LU,789,NOGu,North Greenwich,Station entry/exit,taps,"25,185","35,456","39,146","39,632","26,105","26,174","37,609","42,694","42,384","26,768","487,281","5,601,749","22,733,503"
LU,656,NHRu,North Harrow,Station entry/exit,taps,"2,458","2,667","2,412","1,658","1,072","2,343","2,533","2,296","1,568","1,065","30,471","350,292","1,421,585"
LU,659,NWBu,North Wembley,Station entry/exit,taps,"2,288","2,427","2,375","1,669","1,152","2,159","2,271","2,195","1,496","1,060","28,487","327,488","1,329,040"
LU,655,NFDu,Northfields,Station entry/exit,taps,"3,894","4,323","4,196","3,124","2,429","3,829","4,266","4,165","3,124","2,502","53,028","609,608","2,473,965"
LU,657,NHTu,Northolt,Station entry/exit,taps,"6,848","7,218","7,056","5,587","3,967","6,817","6,730","6,609","5,327","3,890","87,945","1,011,007","4,102,956"
LU,660,NWPu,Northwick Park,Station entry/exit,taps,"5,520","5,736","5,378","3,119","2,346","5,461","5,578","5,142","2,973","2,228","66,109","759,989","3,084,252"
LU,661,NWDu,Northwood,Station entry/exit,taps,"3,516","3,895","3,678","2,513","1,388","3,465","3,821","3,533","2,330","1,443","45,016","517,505","2,100,182"
LU,662,NWHu,Northwood Hills,Station entry/exit,taps,"2,301","2,487","2,381","1,705","1,032","2,219","2,314","2,271","1,490","1,024","28,826","331,376","1,344,820"
LU,663,NHGu,Notting Hill Gate,Station entry/exit,taps,"16,161","18,241","19,219","22,271","13,977","17,043","18,986","20,779","26,694","15,684","263,507","3,029,254","12,293,581"
LU,664,OAKu,Oakwood,Station entry/exit,taps,"3,385","3,695","3,635","3,214","2,054","3,395","3,757","3,820","3,454","2,115","47,428","545,234","2,212,717"
LU,665,OLDu,Old Street,Station entry/exit,taps,"22,303","29,936","24,231","21,495","13,200","21,763","28,890","25,199","22,516","12,372","339,554","3,903,488","15,841,473"
LU,667,OSTu,Osterley,Station entry/exit,taps,"2,610","2,872","2,630","2,301","1,488","2,661","2,836","2,521","2,263","1,549","35,147","404,047","1,639,739"
LU,668,OVLu,Oval,Station entry/exit,taps,"7,660","8,897","8,698","7,631","5,039","7,577","8,976","8,334","7,445","5,090","111,091","1,277,097","5,182,824"
LU,669,OXCu,Oxford Circus,Station entry/exit,taps,"66,514","84,476","72,668","75,829","48,584","72,737","93,391","82,024","86,903","53,117","1,091,979","12,553,310","50,944,931"
LU,670,PADu,Paddington TfL,Station entry/exit,taps,"78,868","93,682","83,119","77,499","60,581","75,586","93,291","85,772","77,683","57,578","1,157,603","13,307,724","54,006,560"
LU,671,PRYu,Park Royal,Station entry/exit,taps,"2,635","2,724","2,824","2,083","1,606","2,698","2,820","2,944","2,213","1,626","35,263","405,386","1,645,172"
LU,672,PGRu,Parsons Green,Station entry/exit,taps,"8,650","10,126","9,092","7,702","4,327","8,644","10,025","8,766","7,115","4,264","119,013","1,368,160","5,552,385"
LU,673,PERu,Perivale,Station entry/exit,taps,"2,742","2,975","2,941","2,206","1,487","2,711","2,894","2,825","2,175","1,491","36,185","415,975","1,688,144"
LU,674,PICu,Piccadilly Circus,Station entry/exit,taps,"35,369","43,165","46,248","57,119","32,072","33,117","39,857","46,008","56,406","29,556","584,960","6,724,663","27,290,612"
LU,776,PIMu,Pimlico,Station entry/exit,taps,"11,199","13,531","11,494","9,278","6,660","11,203","13,288","11,153","9,165","6,765","157,375","1,809,171","7,342,135"
LU,675,PINu,Pinner,Station entry/exit,taps,"3,856","4,534","3,927","2,805","1,785","3,866","4,513","4,137","2,675","1,770","51,962","597,349","2,424,213"
LU,676,PLWu,Plaistow,Station entry/exit,taps,"7,402","7,937","7,846","6,000","4,439","6,969","7,420","7,193","5,465","4,327","95,712","1,100,304","4,465,348"
LU,677,PRDu,Preston Road,Station entry/exit,taps,"3,928","4,287","4,086","3,047","2,045","3,901","4,317","4,006","2,919","2,081","51,825","595,778","2,417,838"
LU,678,PUTu,Putney Bridge,Station entry/exit,taps,"6,770","8,169","7,401","6,100","4,374","7,336","8,929","7,792","6,127","4,310","101,502","1,166,856","4,735,436"
LU,680,QPKu,Queen's Park,Station entry/exit,taps,"7,096","8,263","7,514","6,113","4,148","6,855","7,908","7,090","5,836","4,261","97,426","1,120,002","4,545,290"
LU,679,QBYu,Queensbury,Station entry/exit,taps,"5,025","5,369","5,164","3,734","2,534","5,013","5,323","5,050","3,662","2,433","64,689","743,656","3,017,968"
LU,681,QWYu,Queensway,Station entry/exit,taps,"7,379","8,630","9,047","9,499","7,101","8,134","9,455","10,011","10,416","7,488","123,328","1,417,771","5,753,721"
LU,682,RCPu,Ravenscourt Park,Station entry/exit,taps,"4,151","4,767","4,581","3,153","2,136","4,054","4,707","4,507","2,943","2,103","56,047","644,314","2,614,812"
LU,683,RAYu,Rayners Lane,Station entry/exit,taps,"5,384","5,791","5,616","3,854","3,043","5,171","5,648","5,420","3,741","3,081","69,627","800,425","3,248,353"
LU,684,REDu,Redbridge,Station entry/exit,taps,"3,244","3,560","3,413","2,675","1,981","2,986","3,320","3,142","2,427","1,873","42,381","487,212","1,977,246"
LU,685,RPKu,Regent's Park,Station entry/exit,taps,"3,104","3,889","3,504","2,461","1,421","3,648","4,368","4,138","2,795","1,522","47,364","544,493","2,209,708"
LU,686,RMDu,Richmond,Station entry/exit,taps,"17,088","19,706","20,074","16,255","11,011","16,661","20,196","19,405","14,737","10,908","245,846","2,826,234","11,469,667"
LU,687,RKYu,Rickmansworth,Station entry/exit,taps,"2,945","3,447","3,158","2,010","1,158","2,846","3,341","2,987","1,905","1,148","38,520","442,827","1,797,119"
LU,688,RODu,Roding Valley,Station entry/exit,taps,267,319,279,175,100,270,313,260,177,115,"3,537","40,665","165,032"
LU,690,ROYu,Royal Oak,Station entry/exit,taps,"3,395","3,777","3,597","3,057","2,308","3,162","3,552","3,357","2,831","2,170","45,865","527,262","2,139,780"
LU,691,RUIu,Ruislip,Station entry/exit,taps,"2,193","2,493","2,394","1,889","1,211","2,252","2,584","2,428","1,864","1,208","30,670","352,584","1,430,886"
LU,692,RUGu,Ruislip Gardens,Station entry/exit,taps,"1,316","1,602","1,406","1,105",636,"1,234","1,435","1,254",988,640,"17,690","203,360","825,294"
LU,693,RUMu,Ruislip Manor,Station entry/exit,taps,"2,109","2,448","2,285","1,862",951,"2,147","2,483","2,271","1,770",939,"29,127","334,839","1,358,873"
LU,694,RSQu,Russell Square,Station entry/exit,taps,"13,061","14,589","13,780","10,328","8,478","13,879","15,317","14,948","10,980","8,421","183,592","2,110,558","8,565,251"
LU,698,SVSu,Seven Sisters,Station entry/exit,taps,"18,508","20,483","20,578","17,662","13,041","18,320","20,244","20,383","17,401","12,895","260,971","3,000,106","12,175,292"
LU,700,SBCu,Shepherd's Bush LU,Station entry/exit,taps,"17,941","21,622","20,375","22,240","14,044","17,119","20,540","19,354","21,140","13,339","272,039","3,127,339","12,691,639"
LU,775,SBMu,Shepherd's Bush Market,Station entry/exit,taps,"4,921","5,590","5,518","5,573","3,205","4,727","5,339","5,040","5,000","3,014","69,782","802,205","3,255,578"
LU,702,SSQu,Sloane Square,Station entry/exit,taps,"19,538","23,616","22,238","20,637","12,521","19,625","23,637","22,231","21,217","12,630","292,394","3,361,342","13,641,290"
LU,703,SNBu,Snaresbrook,Station entry/exit,taps,"2,798","3,212","3,109","2,587","1,584","2,757","3,147","2,954","2,424","1,615","38,904","447,240","1,815,029"
LU,704,SELu,South Ealing,Station entry/exit,taps,"3,387","3,691","3,680","2,836","1,938","3,479","3,714","3,639","2,846","1,984","46,002","528,840","2,146,185"
LU,707,SHRu,South Harrow,Station entry/exit,taps,"3,211","3,412","3,394","2,536","1,695","3,234","3,557","3,459","2,544","1,756","42,734","491,267","1,993,704"
LU,708,SKNu,South Kensington,Station entry/exit,taps,"42,049","43,949","46,410","48,287","30,517","43,538","44,943","47,718","48,109","32,022","605,325","6,958,773","28,240,696"
LU,709,SKTu,South Kenton,Station entry/exit,taps,"1,593","1,799","1,626","1,189",712,"1,609","1,615","1,461","1,169",689,"20,290","233,253","946,606"
LU,710,SRPu,South Ruislip,Station entry/exit,taps,"2,411","2,796","2,455","2,159","1,411","2,355","2,734","2,358","2,109","1,412","33,259","382,342","1,551,654"
LU,711,SWMu,South Wimbledon,Station entry/exit,taps,"5,618","6,501","5,887","5,011","3,465","5,376","6,232","5,755","5,281","3,442","78,033","897,060","3,640,526"
LU,712,SWFu,South Woodford,Station entry/exit,taps,"5,955","6,934","6,411","5,509","3,384","6,243","7,143","6,556","5,507","3,511","85,306","980,675","3,979,861"
LU,705,SFSu,Southfields,Station entry/exit,taps,"7,882","9,151","8,218","6,628","4,258","7,509","8,652","7,471","5,971","4,134","105,481","1,212,602","4,921,086"
LU,706,SGTu,Southgate,Station entry/exit,taps,"5,860","6,627","6,344","5,312","3,382","6,122","6,987","6,764","5,569","3,554","83,749","962,768","3,907,189"
LU,784,SWKu,Southwark,Station entry/exit,taps,"13,089","16,702","12,263","9,521","6,579","13,555","17,545","12,975","9,708","6,432","186,863","2,148,163","8,717,861"
LU,695,SJPu,St James's Park,Station entry/exit,taps,"15,851","19,271","14,781","9,716","6,922","16,880","19,741","16,211","11,009","8,611","217,017","2,494,811","10,124,657"
LU,696,SJWu,St John's Wood,Station entry/exit,taps,"9,639","10,255","9,753","7,185","5,129","9,839","10,538","9,983","7,477","5,282","126,664","1,456,120","5,909,354"
LU,697,STPu,St Paul's,Station entry/exit,taps,"13,886","17,654","13,253","9,970","6,374","14,641","18,162","13,242","9,034","5,611","193,458","2,223,979","9,025,546"
LU,713,STBu,Stamford Brook,Station entry/exit,taps,"3,298","3,987","3,679","2,940","2,011","3,198","3,843","3,393","2,693","1,964","46,666","536,470","2,177,150"
LU,714,STAu,Stanmore,Station entry/exit,taps,"4,756","5,371","4,992","4,266","3,023","4,809","5,355","5,021","4,343","3,289","66,675","766,495","3,110,656"
LU,715,STGu,Stepney Green,Station entry/exit,taps,"8,828","9,296","9,225","6,285","4,453","8,921","9,056","8,780","5,889","4,429","111,867","1,286,013","5,219,011"
LU,716,STKu,Stockwell,Station entry/exit,taps,"11,007","13,095","12,780","11,558","7,860","9,871","11,288","11,591","10,746","7,490","156,051","1,793,956","7,280,390"
LU,717,SPKu,Stonebridge Park,Station entry/exit,taps,"3,996","4,415","4,218","2,888","1,858","3,853","4,181","3,919","2,677","1,864","51,061","586,996","2,382,197"
LU,719,SFDu,Stratford,Station entry/exit,taps,"77,804","85,400","85,004","89,393","60,270","78,394","85,980","87,084","91,583","60,531","1,144,202","13,153,662","53,381,334"
LU,720,SHLu,Sudbury Hill,Station entry/exit,taps,"2,744","2,862","2,785","2,033","1,264","2,798","2,894","2,786","1,969","1,286","34,933","401,587","1,629,757"
LU,721,STNu,Sudbury Town,Station entry/exit,taps,"2,838","2,884","2,918","2,024","1,464","2,632","2,613","2,678","1,849","1,385","34,278","394,059","1,599,202"
LU,723,SWCu,Swiss Cottage,Station entry/exit,taps,"8,640","9,593","9,173","6,785","4,557","8,598","9,510","9,057","6,777","4,554","115,447","1,327,173","5,386,048"
LU,724,TEMu,Temple,Station entry/exit,taps,"12,808","15,370","12,048","6,841","3,518","13,846","16,743","13,581","7,154","3,231","169,366","1,947,023","7,901,578"
LU,725,THBu,Theydon Bois,Station entry/exit,taps,"1,095","1,294","1,131","1,045",547,"1,061","1,251","1,074","1,022",588,"15,196","174,693","708,952"
LU,726,TBEu,Tooting Bec,Station entry/exit,taps,"9,461","11,021","10,299","9,303","5,837","9,097","10,689","9,717","8,916","6,098","133,859","1,538,830","6,245,015"
LU,727,TBYu,Tooting Broadway,Station entry/exit,taps,"18,191","20,951","20,979","18,035","11,338","18,148","20,620","20,386","17,756","11,432","260,976","3,000,165","12,175,530"
LU,728,TCRu,Tottenham Court Road,Station entry/exit,taps,"76,443","100,890","93,872","107,854","57,910","75,562","100,563","94,720","107,143","56,518","1,274,380","14,650,183","59,454,642"
LU,729,TTHu,Tottenham Hale LU,Station entry/exit,taps,"20,409","22,128","22,149","22,680","14,018","19,518","21,067","21,401","20,783","13,810","284,353","3,268,906","13,266,159"
LU,730,TOTu,Totteridge & Whetstone,Station entry/exit,taps,"3,044","3,565","3,260","2,710","1,598","2,907","3,455","3,122","2,576","1,619","41,894","481,614","1,954,529"
LU,731,THLu,Tower Hill,Station entry/exit,taps,"22,510","23,335","24,307","26,168","18,248","23,887","25,074","27,141","30,003","19,198","336,691","3,870,572","15,707,892"
LU,733,TPKu,Tufnell Park,Station entry/exit,taps,"6,500","8,272","8,216","7,365","4,531","6,420","8,070","7,651","6,692","4,526","100,924","1,160,216","4,708,489"
LU,734,TGRu,Turnham Green,Station entry/exit,taps,"6,941","8,275","7,859","6,611","5,044","7,015","8,329","8,184","6,799","4,988","103,254","1,186,998","4,817,177"
LU,735,TPLu,Turnpike Lane,Station entry/exit,taps,"11,549","12,922","13,028","11,448","7,959","12,037","13,380","13,212","11,280","8,264","167,683","1,927,669","7,823,034"
LU,736,UPMu,Upminster,Station entry/exit,taps,"7,052","7,747","7,127","5,716","4,010","6,890","8,483","6,979","6,155","3,527","96,144","1,105,264","4,485,479"
LU,737,UPBu,Upminster Bridge,Station entry/exit,taps,"1,256","1,394","1,171",649,356,"1,289","1,387","1,180",593,369,"15,209","174,838","709,543"
LU,738,UPYu,Upney,Station entry/exit,taps,"3,913","4,012","3,979","2,733","2,011","3,527","3,599","3,514","2,341","1,733","46,584","535,523","2,173,305"
LU,739,UPKu,Upton Park,Station entry/exit,taps,"17,670","19,653","18,556","16,482","11,985","16,871","17,869","19,466","15,708","12,027","241,331","2,774,326","11,259,012"
LU,740,UXBu,Uxbridge,Station entry/exit,taps,"8,855","9,517","9,012","6,024","4,273","8,757","9,224","8,521","5,683","4,156","111,503","1,281,828","5,202,028"
LU,777,VUXu,Vauxhall LU,Station entry/exit,taps,"31,380","37,157","35,794","33,401","23,640","29,549","34,561","32,577","30,316","22,855","454,668","5,226,827","21,211,962"
LU,741,VICu,Victoria LU,Station entry/exit,taps,"82,285","100,527","92,998","91,608","66,009","87,165","104,406","93,544","88,702","70,121","1,287,230","14,797,906","60,054,144"
LU,742,WALu,Walthamstow Central,Station entry/exit,taps,"19,753","21,996","21,445","18,934","13,289","19,500","21,388","21,111","18,523","13,296","276,003","3,172,915","12,876,598"
LU,743,WANu,Wanstead,Station entry/exit,taps,"2,737","3,322","2,961","2,593","1,767","2,848","3,393","3,084","2,677","1,907","40,717","468,076","1,899,588"
LU,745,WSTu,Warren Street,Station entry/exit,taps,"22,862","26,994","22,522","13,270","8,927","23,928","28,402","23,616","13,193","8,927","303,434","3,488,261","14,156,365"
